epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,46.2919,2.09629,0.30508,0.78814,1.95875,0.00021532,0.00021532,0.00021532
2,92.0833,1.86498,0.45763,0.85593,1.73549,0.000351541,0.000351541,0.000351541
3,137.253,1.6155,0.51695,0.86441,1.55235,0.000399449,0.000399449,0.000399449
4,182.973,1.44761,0.5339,0.90678,1.42036,0.000312214,0.000312214,0.000312214
5,228.514,1.31075,0.5339,0.91525,1.36606,0.000159952,0.000159952,0.000159952
