epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,60.1278,2.07141,0.3318,0.82949,1.86487,0.00024901,0.00024901,0.00024901
2,120.552,1.7684,0.57604,0.91244,1.51677,0.000405285,0.000405285,0.000405285
3,180.371,1.54353,0.64977,0.96774,1.20806,0.000460052,0.000460052,0.000460052
4,239.88,1.31546,0.69124,0.98157,1.03726,0.000312214,0.000312214,0.000312214
5,299.337,1.17146,0.69124,0.98618,0.95324,0.000159952,0.000159952,0.000159952
